customer_id,first_name,last_name,email,phone,company,country,city,signup_date,customer_status
cu04734,Martin,Mccoy,victoriabond@beck-fisher.org,+1-561-913-4344x3709,Farmer-Mccormick,Malta,South Wayneborough,8/1/2022,Churned
cu00142,John,Smith,vincent58@gmail.com,(752)096-8477,Lee-Anderson,Reunion,West Tom,4/14/2025,Prospect
cu00173,Jeffrey,Pollard,telliott@griffin.com,144-453-3720x7945,Vazquez-Johnson,France,East Sandrabury,1/21/2024,Churned
cu08670,Christopher,Richardson,julie45@love-hawkins.com,1761136968,Berry-Johnson,Dominican Republic,West Johntown,11/15/2023,Churned
cu08824,Julia,Watkins,ztownsend@gmail.com,001-331-276-0894x071,"Baker, Moore and Olson",Saudi Arabia,East Jeffreyland,11/2/2020,Churned
cu07290,Eric,Hill,dominicgraham@hotmail.com,574-682-4819x9941,"Parrish, Peterson and Norton",Tanzania,Granthaven,3/17/2025,Prospect
cu02931,Jean,Robinson,kimberlyhernandez@yahoo.com,174.269.4070x705,"Thompson, Torres and Wise",Saint Lucia,Barrmouth,10/20/2024,Churned
cu02461,Matthew,Cox,amber11@watson-sanchez.net,+1-827-122-0057x9929,Gentry-Welch,Pakistan,New Markfort,1/29/2025,Prospect
cu05283,Ryan,Tucker,veronicaanderson@gmail.com,342-620-2665,"Villarreal, Yoder and Kramer",Morocco,North Lauriebury,9/14/2020,Active
cu01058,Madison,Taylor,seanscott@navarro-kline.com,139.291.3283,"Cervantes, Wilson and Strong",San Marino,Port Jasonmouth,2/11/2021,Active
cu09607,Amanda,Sherman,gregory80@kramer.com,5275360646,Torres-Lawrence,Lao People's Democratic Republic,North Ericburgh,7/29/2021,Active
cu06449,Matthew,Pennington,joannejones@willis.net,6038149255,Smith Group,South Georgia and the South Sandwich Islands,Lake Douglasfort,9/9/2022,Prospect
cu05831,Curtis,Dillon,lwilliams@aguilar.com,001-104-075-6051,Walker-Zhang,Canada,Davisfurt,4/17/2022,Active
cu04184,Michael,Hayes,toliver@cummings.com,1107466241,Beck Ltd,Nigeria,Turnerton,1/21/2022,Active
cu05609,Kevin,Williams,qcollins@rodriguez-hogan.info,(493)513-9309x14092,Campbell-Wyatt,Qatar,South Stacybury,5/23/2022,Prospect
cu07695,Michael,Davis,kathleenjordan@hotmail.com,(011)777-5017x02880,"Johns, Alexander and Turner",Panama,Petersfurt,4/17/2021,Active
cu09103,Rachel,Raymond,tonyweaver@barr.com,747-027-9405x1117,"Brown, Jensen and White",Congo,East Deniseton,3/15/2023,Prospect
cu08686,Amanda,Wise,zhangdean@gmail.com,-7697,Burnett-Martinez,Ukraine,Port Stephanieshire,4/26/2025,Prospect
cu08564,Nicole,Carr,joshua58@gmail.com,471-566-4178,"Adkins, Chavez and Jones",Jordan,Brownfort,11/13/2023,Prospect
cu00308,Rebecca,Day,lesliemartinez@yahoo.com,+1-547-238-4689x43861,Perry PLC,Belize,South Peter,12/16/2024,Prospect
cu09844,Colleen,Carr,smithcrystal@johnston.com,(325)914-8176x42009,Martin Group,France,Port Charlesshire,3/11/2023,Churned
cu01446,Lance,Bell,raymond86@yahoo.com,+1-325-722-1814x3365,Buckley-Watson,Fiji,New Misty,4/4/2023,Prospect
cu07472,Sara,Kramer,barbara44@sanders-gilbert.net,(933)953-0124,"Mitchell, Romero and Nguyen",Bolivia,West Suzanne,2/19/2024,Churned
cu06000,Michelle,Reynolds,ayalanicholas@yahoo.com,(173)791-1831,"Ashley, George and Brown",Niue,Klinemouth,11/14/2020,Churned
cu05146,Kevin,Acevedo,karendaniels@vasquez-williams.org,(542)280-3814,Hunt-Harris,Antigua and Barbuda,South Dwaynestad,10/5/2022,Churned
cu07217,Richard,Flynn,david54@gmail.com,545-795-0661,"Mcdaniel, Moreno and Brandt",Palau,Gloverport,6/11/2023,Active
cu02557,Maurice,Byrd,cbridges@woodard-hawkins.biz,737.619.2311x622,Allen-Trevino,Lao People's Democratic Republic,North Andrewchester,2/8/2023,Active
cu09773,Christie,Brown,jensenalexandra@perkins.com,(285)347-1093,Navarro LLC,Antarctica (the territory South of 60 deg S),Corymouth,7/22/2022,Active
cu04870,Robert,Park,johnsonveronica@yahoo.com,4475881390,Hall PLC,United States of America,Davidborough,5/8/2022,Prospect
cu09244,Danielle,Ballard,timothyconley@juarez.com,1701246869,Cain Ltd,Poland,South Carlbury,3/21/2021,Prospect
cu08397,Jeremy,Ortiz,christinecollins@walsh.info,+1-467-323-2990x111,Vega-Johnson,Samoa,Clarktown,8/7/2025,Churned
cu01190,Aaron,Mcdonald,rmathis@snyder-turner.com,777.777.7966,Tucker-Ortiz,Niue,Lopezshire,5/5/2025,Active
cu03506,Karen,Giles,lindsey24@gmail.com,566-659-3716,Mcdonald PLC,Sao Tome and Principe,Jenniferville,5/24/2022,Active
cu01656,Travis,Hill,david08@scott-edwards.net,829-945-2793x8852,Holland-Barajas,Palestinian Territory,Brendamouth,10/9/2021,Prospect
cu07999,Anthony,Alexander,ghenderson@melendez.com,757.718.8830,Alexander and Sons,Dominican Republic,West Edwardfurt,4/15/2025,Active
cu05177,Jessica,Robbins,mnielsen@yahoo.com,(312)746-8120x4857,"Mccoy, White and Mendoza",Cambodia,Shannonfurt,10/2/2023,Prospect
cu05629,Tyler,Flowers,brittanygarcia@brennan.com,-3229,Phillips and Sons,Iceland,Rhondaberg,11/28/2020,Prospect
cu08950,Kyle,Peterson,ibautista@yahoo.com,(010)911-1117x5929,Rodriguez Inc,Indonesia,South Joshua,8/24/2021,Prospect
cu00254,Elizabeth,Richardson,garzatracy@yahoo.com,481-773-1581x571,Ford-Cabrera,British Virgin Islands,Jackieview,1/28/2024,Prospect
cu08206,Alexander,Garcia,danielle16@phelps-leon.org,109-082-3719,"Moran, Griffin and Young",Nigeria,South Theresaside,6/3/2022,Active
cu07020,Aaron,Hicks,sandrabrown@yahoo.com,001-974-264-7666x0195,Higgins-Atkinson,Palestinian Territory,Port Andrew,1/2/2025,Churned
cu08120,Jessica,Johns,michael15@woods-moreno.com,282.848.4866x72446,Williams-Ware,Portugal,New Catherineland,6/22/2023,Prospect
cu08474,Sarah,Brown,adamhaney@gmail.com,(995)316-3879,Brown Group,Israel,Marissaberg,7/13/2024,Prospect
cu07547,Lauren,Roberts,suzanne40@gmail.com,+1-087-031-9583x343,Calderon-Pitts,Swaziland,Jonathanbury,7/31/2021,Active
cu08860,Benjamin,Lloyd,dennis12@yahoo.com,+1-862-934-1838x65511,"Sanchez, Taylor and Hobbs",Nauru,Robertmouth,2/27/2024,Prospect
cu02712,Javier,Miller,colleenhoward@white.com,(499)932-1856x7003,Lutz Inc,Svalbard & Jan Mayen Islands,New Desiree,12/15/2024,Churned
cu00225,Michael,Willis,cummingsgary@gmail.com,-3054,Allen-Spears,Qatar,Grayview,1/10/2022,Prospect
cu09459,Jeffrey,Phillips,sydney91@wells-sims.org,+1-046-278-6046x543,Douglas Inc,Sri Lanka,Ericborough,3/30/2022,Churned
cu07511,Kelly,Hahn,klopez@duffy.com,+1-592-830-7051x678,Lewis Inc,Western Sahara,Amandamouth,6/26/2024,Prospect
cu08853,Michael,Holland,fosterkimberly@cunningham-warren.com,105.526.8985,Rodriguez-Hughes,Saint Helena,South Joseph,4/1/2025,Active
cu08800,Christine,Welch,arthur17@hotmail.com,+1-606-511-2693x89496,Gonzalez-Huff,Comoros,North Sean,5/10/2021,Active
cu04161,Sarah,Mcguire,iwilliams@kennedy-kirby.com,001-980-488-9673x1127,"Mullins, Thomas and Ramirez",Lithuania,Jasonshire,4/7/2024,Churned
cu07250,Colleen,Hernandez,wendy23@yahoo.com,(426)676-0860x0110,"Williams, Thomas and Williams",Mongolia,Wadeshire,1/28/2022,Active
cu04486,Jose,Martin,ibarton@gmail.com,-8059,Dixon-Reyes,Finland,Adamsport,5/19/2025,Churned
cu09715,Lauren,Wallace,bradley67@yahoo.com,029-226-1227,Cannon-Richardson,Honduras,Matthewfurt,1/7/2021,Prospect
cu01540,Theodore,Horn,paulagonzalez@graham.com,(301)619-3088x76475,Harris Inc,San Marino,North Juliaton,2/27/2021,Prospect
cu04283,Alexis,Martinez,hfitzpatrick@gmail.com,146.517.0951x48584,"Mckay, Kim and Ramirez",Albania,East Davidtown,9/25/2024,Active
cu06138,Brian,Harris,kendra73@peterson.com,575-551-8420,"Marshall, Bryant and Morales",Turkmenistan,Hughesmouth,12/21/2023,Prospect
cu09048,Christina,Woods,goodwinlori@higgins.com,294-080-1493x440,"Williams, Robertson and Jones",Serbia,Markfurt,12/12/2023,Active
cu09228,Randy,Myers,matthew17@lee.com,(900)860-2073,King Group,Kyrgyz Republic,West Kyleborough,3/23/2022,Prospect
cu08177,Wanda,Jackson,lbrown@gmail.com,711-393-5309x23532,"Taylor, Torres and Munoz",Andorra,West Andreaborough,6/4/2025,Prospect
cu07298,Angela,Hernandez,bnorton@dean-walter.info,001-752-969-8669x1519,Garrison-Yates,Croatia,North Ryanhaven,12/4/2021,Churned
cu08307,Catherine,Rodriguez,mendeztiffany@hotmail.com,(687)949-8134,"King, Lee and Johnson",Namibia,Lake Matthew,3/25/2022,Active
cu03035,Monica,Young,hannahsweeney@gmail.com,991-060-0330x673,Beard Inc,Turkmenistan,Port Kathleen,7/1/2024,Prospect
cu00810,Robert,Briggs,courtney58@jones.com,-11040,Elliott Group,Tuvalu,East Kaylafort,5/16/2023,Churned
cu04879,Patricia,Guzman,kevin88@dawson.info,400.996.4607,"Murphy, Bowen and Finley",Kuwait,West Donna,7/31/2024,Prospect
cu09118,Jeff,White,craigsanchez@mccarthy-potts.com,149-161-6390x261,"Phillips, Campbell and Medina",Bermuda,Kimchester,11/14/2024,Prospect
cu08211,Brooke,Porter,hansonlinda@alvarez-miller.com,001-205-589-4310x76855,"Maxwell, Ingram and Johnson",Benin,Adamschester,4/1/2021,Churned
cu09293,Carol,Ortega,bdavis@dunn.biz,001-898-196-9441x685,Allen-West,Ireland,North Mary,9/26/2020,Churned
cu03781,Wayne,Flores,zacharygross@clark.com,001-416-502-9079x8394,Johnston-Wright,Austria,Brooksbury,10/24/2020,Churned
cu09817,Kenneth,Parker,matthewbest@hotmail.com,773-429-8871,Andrews-Edwards,Ecuador,Warrenmouth,3/23/2024,Active
cu09637,Manuel,Murphy,mark43@yahoo.com,734-343-4660x7761,Bell PLC,Oman,Walkerland,11/30/2022,Active
cu06216,Timothy,Garcia,sullivanjoshua@yahoo.com,855.653.8081x7271,"Gardner, Guzman and Campbell",Central African Republic,Smithstad,6/4/2024,Active
cu02189,Andrew,Johnson,brewerjason@hotmail.com,575-093-0079,King PLC,Liechtenstein,North Jamiefurt,7/22/2025,Prospect
cu01199,Barbara,Patton,lopezhaley@yahoo.com,(430)600-6834x6607,Frye-Bishop,Belarus,Port Jessicaland,7/16/2021,Prospect
cu09231,Victoria,Freeman,brooksashley@thomas.com,795.919.2817,Meyer-Peterson,Mayotte,Port Sarafurt,11/3/2023,Active
cu01059,Terry,Wells,ystewart@yahoo.com,243-439-0375,Cordova PLC,Saint Helena,Mercerville,3/31/2025,Active
cu01436,Ryan,Everett,shawnanderson@brady.com,(537)881-5076,"Wilkinson, Flynn and Rice",Cayman Islands,West Pennymouth,1/1/2025,Prospect
cu06908,Nancy,Williams,castillowendy@yahoo.com,(758)357-5916x99364,Martin-Malone,Ethiopia,Mariaberg,7/10/2023,Active
cu07902,Alyssa,Branch,kristin48@yahoo.com,372-254-4344,Fernandez LLC,Myanmar,West Andrea,2/9/2025,Prospect
cu02336,Margaret,Petersen,edward68@hotmail.com,381.404.0954x93053,"Brown, Pierce and Graham",Philippines,Crossstad,6/13/2021,Active
cu09827,Katherine,Curtis,lauren04@yahoo.com,+1-506-857-3848x552,Palmer and Sons,Colombia,Lake Jessica,1/31/2024,Active
cu05614,Dalton,Webb,justinmoore@yahoo.com,(733)201-2459x16569,Rodriguez-Santos,Swaziland,Dennismouth,4/18/2022,Active
cu05493,James,Flores,christopher68@gmail.com,508-149-5265x772,Martinez LLC,Turks and Caicos Islands,Brianchester,2/19/2025,Churned
cu07239,Philip,Sanchez,warejulie@hotmail.com,-9847,Hoover-Barnes,Haiti,North Ebonystad,8/26/2023,Churned
cu02709,Adrian,Clements,fpeters@yahoo.com,001-284-401-5869x9722,Beasley-Rodgers,Azerbaijan,Wellsfurt,5/5/2024,Churned
cu03701,Michael,Bond,awallace@hotmail.com,056-138-8752,Diaz Group,French Polynesia,Crystalburgh,8/23/2025,Active
cu03809,Ryan,Escobar,fadams@edwards-rodriguez.com,116.795.4839x7965,"Berry, Garcia and Sullivan",Saint Kitts and Nevis,Leestad,1/28/2024,Churned
cu01228,Paul,Hernandez,lisawhite@anderson.com,(748)426-9154x64101,Johnson-Knight,Peru,Williamshire,5/19/2023,Prospect
cu00348,Katherine,Reeves,valenzuelaadam@yahoo.com,(245)870-3666,"Thomas, Carter and Miller",Antarctica (the territory South of 60 deg S),North Charles,8/5/2025,Churned
cu09233,Doris,Wilson,icastro@salas.com,346.738.6722x78847,Perez-King,Falkland Islands (Malvinas),South Joshua,8/18/2024,Active
cu09061,Sean,Stone,medinabethany@gmail.com,(062)334-8075,Hart-Hansen,Maldives,Bradleyport,3/18/2025,Active
cu02858,Peter,Sullivan,glennthomas@gmail.com,001-754-839-3638x099,Ford-Lutz,Bouvet Island (Bouvetoya),Lake Jeffreyland,6/25/2025,Prospect
cu01608,Craig,Harmon,justin17@hotmail.com,(085)214-0239x66115,Shaw Group,Gabon,South Jody,6/10/2023,Active
cu01936,Lynn,Burton,matthew33@west.com,184-647-4342x695,Johnson-Buckley,Palau,Port Chelsea,12/21/2020,Prospect
cu07997,Amanda,Boyd,bradley60@garcia.biz,321-889-1276x3057,Davis-Cole,Cameroon,Ronaldmouth,8/16/2023,Churned
cu04568,Matthew,Warren,heathercordova@paul-cooper.com,538.055.6155,Luna-Turner,Korea,East Michelleborough,7/23/2023,Active
cu01389,Cassie,Townsend,utaylor@hotmail.com,087-711-1698x53682,Liu Group,Sri Lanka,Reedshire,2/27/2022,Prospect
cu00515,Trevor,Ellis,anthonyharrison@gmail.com,-9081,"Guzman, Palmer and Garcia",Jersey,West Shane,12/14/2023,Active
cu02665,Michelle,Wilson,bprice@gmail.com,001-308-972-5039x897,"Byrd, Perez and Carr",Ethiopia,East Alexanderbury,10/8/2023,Prospect
cu09442,Mark,Hoffman,trevorcampos@hotmail.com,001-937-193-0566,Wilson Ltd,Central African Republic,Davisstad,2/13/2025,Active
cu02776,Michelle,Evans,markwheeler@powell.com,(568)288-3514,"Burke, Strickland and Walker",Puerto Rico,Walkerland,1/27/2021,Active
cu08560,Sarah,Elliott,miranda42@hotmail.com,4709769298,Jones-Gutierrez,Myanmar,South Andrea,2/23/2024,Churned
cu00567,Elizabeth,Callahan,ggibson@gmail.com,937.009.6943x20507,Schmidt-Montoya,Mexico,Maryview,12/3/2024,Prospect
cu05218,Louis,Hamilton,xspencer@hotmail.com,001-728-292-5377x91917,Barrett-Clay,Solomon Islands,Aliton,8/25/2022,Churned
cu01955,William,Martinez,grogers@gmail.com,+1-443-486-3991x51722,Lopez-Roberts,Taiwan,North Heather,11/1/2022,Churned
cu05571,Katherine,Austin,wallaceyvonne@yahoo.com,(893)175-3925x13714,"Sawyer, Conrad and Barnes",Armenia,Elizabethfort,7/22/2023,Prospect
cu06307,Daniel,Smith,jeremy81@tran.com,(142)399-4351,Curry and Sons,Estonia,Angelaborough,4/25/2023,Churned
cu03991,Michael,Carson,alexanderjones@yahoo.com,1614481641,"Wilson, Hill and Avila",Sierra Leone,Dixonshire,6/14/2025,Prospect
cu09848,Rebecca,Shelton,lorimartinez@yahoo.com,+1-423-121-5547x89249,Davis and Sons,Solomon Islands,Dennisside,4/5/2021,Churned
cu05145,Glenn,Johnson,xgarrett@hotmail.com,896-234-6664x194,Wagner-Porter,United Arab Emirates,New Michaelbury,3/20/2024,Prospect
cu05225,Colton,Howard,isaacwilson@gmail.com,315.746.5678,Coleman Group,Germany,Adamfort,4/13/2021,Prospect
cu00654,Heather,Valdez,connietrujillo@yahoo.com,771-112-9977x1194,Mejia-Craig,Hong Kong,South Patricia,3/20/2023,Active
cu09719,Theresa,Sheppard,paul39@faulkner-miller.com,+1-289-262-5835x7230,"Smith, Ellis and Schroeder",Guam,Huangberg,2/10/2025,Churned
cu09091,Caitlin,Weiss,awoods@graham.org,379-460-6609,Archer LLC,British Virgin Islands,South Danielle,8/10/2022,Prospect
cu04542,Terri,Wallace,richardellis@smith.org,855-931-0632,"Mcneil, Wallace and Benson",Singapore,Port Peter,3/26/2024,Prospect
cu08656,Troy,Parrish,donald08@yahoo.com,+1-443-249-9147x157,Simpson LLC,Algeria,West April,9/24/2023,Prospect
cu09092,Antonio,Collins,matthew45@stevens-tran.com,825-004-8976x293,Perez PLC,Trinidad and Tobago,North Jamesshire,7/3/2025,Churned
cu05831,Rachel,Medina,johnmarks@sparks.net,(497)021-9421,Martinez Ltd,Central African Republic,Wardfurt,3/2/2025,Prospect
cu01916,Melissa,Sawyer,robynsanchez@gmail.com,(998)368-9462,"Park, Miranda and Melendez",Falkland Islands (Malvinas),Nathanland,7/11/2023,Churned
cu02171,Heather,Gillespie,rhondaterry@hotmail.com,863.154.8315x7190,Moore Inc,Malaysia,Torresbury,3/5/2022,Active
cu07712,Amber,Li,sramirez@hotmail.com,500.238.5076x41283,Ferguson Group,Tunisia,West Heidi,12/17/2022,Prospect
cu05111,Bruce,Mcguire,snyderjames@yahoo.com,+1-930-308-2888x674,Parks and Sons,Christmas Island,Velasquezhaven,1/26/2022,Active
cu05565,Garrett,Campbell,marialewis@hotmail.com,315-119-1870,Wang-Hurley,Saudi Arabia,Pamelamouth,12/17/2021,Prospect
cu02379,Nicole,King,anne27@hotmail.com,001-892-512-6857x310,Thornton and Sons,South Georgia and the South Sandwich Islands,Alyssaberg,4/21/2022,Active
cu02612,Scott,Walter,barronrebecca@hotmail.com,+1-876-728-7176x27726,Rivera LLC,Cameroon,Maryside,3/15/2021,Prospect
cu02897,Cristian,Castillo,wendy49@johnson.net,310.820.4649x19067,"Price, Huber and Stark",Sierra Leone,Port Thomasmouth,1/9/2024,Prospect
cu05723,Laura,Johnson,joseph90@santos.com,449.784.2694,Orr PLC,Brazil,Codyport,5/27/2025,Churned
cu07261,John,Brown,allenpatel@hotmail.com,+1-014-097-6712x58878,Martin LLC,Western Sahara,New Jamie,2/13/2022,Prospect
cu08692,John,Rice,andreaross@gmail.com,(350)271-1859,"Henson, Casey and Nguyen",Romania,West Anne,12/9/2022,Churned
cu03576,Michael,Morales,lesuzanne@gmail.com,743.871.0772x149,"Hall, Washington and Bryant",Chile,Port Heather,3/1/2024,Prospect
cu06577,Michele,Hutchinson,anthonyholmes@johnson-johnson.net,+1-091-407-5385x83040,Diaz-Mcmahon,Central African Republic,Gonzalezville,5/21/2024,Active
cu03520,Thomas,Gross,cynthialara@delacruz-perez.info,001-426-661-1806x43783,"Hammond, Johnson and Harris",Somalia,Ryanport,1/28/2023,Churned
cu03444,Amanda,Williams,westjason@yahoo.com,-1939,Mata-White,Turkmenistan,Watsonfurt,12/21/2020,Active
cu04333,Joseph,Jones,brian49@carpenter.com,001-570-403-8192x298,Snyder and Sons,Jersey,West Jessica,10/12/2021,Churned
cu03055,Kimberly,Bowman,nguyenvanessa@gmail.com,(505)692-1936,"Watts, Huang and Holland",Philippines,East Nicholas,7/29/2023,Prospect
cu07138,Andrea,Hanson,hhall@yahoo.com,(812)839-9271x793,"Davis, Johnson and Roberts",Hong Kong,Hallton,9/22/2022,Prospect
cu00005,Angela,Simon,owenashley@villa.com,7281172439,Clark Ltd,Saint Kitts and Nevis,Russellburgh,5/8/2023,Prospect
cu07098,Jacqueline,Joseph,lmolina@franklin.com,(260)463-6864x349,"Duran, Hood and Cervantes",Maldives,Cochranchester,7/28/2023,Prospect
cu01930,Austin,Lopez,suzannegomez@hotmail.com,964.448.5914x3512,"Wright, Roberts and Green",Sri Lanka,Stewarttown,6/30/2022,Prospect
cu09595,Kristine,Boyd,oweeks@contreras.com,1051177770,Hudson-Oliver,Guernsey,West Robertland,12/14/2024,Active
cu03945,Michael,Clayton,williamsthomas@romero.net,716-593-3387x262,"Jimenez, Nelson and Bender",Haiti,Tamarashire,7/31/2024,Churned
cu02724,Nathan,Newman,maysheather@davis.com,+1-803-689-9698x8994,"Taylor, Woods and Miller",Holy See (Vatican City State),Port Lisatown,11/16/2021,Churned
cu03290,Andrew,Barajas,ajohnson@johns.biz,001-785-658-6510x01523,"Shaw, Hill and Johnson",Zimbabwe,Erinport,8/16/2025,Prospect
cu04456,Joshua,Bird,qoconnor@miller-roy.com,160-987-2744x9305,Bradley-Jones,Barbados,Port Sandra,3/13/2023,Prospect
cu09592,Bradley,Watkins,alexissingh@stanton.net,085.965.1315,"Cervantes, Johnson and Perry",Slovenia,Russellside,9/2/2020,Active
cu06386,Amber,Smith,mclaughlinpatrick@smith.org,813.648.4383,"Bryant, Johnson and Strong",Falkland Islands (Malvinas),Jonesport,7/13/2024,Prospect
cu08649,Jenny,Stanley,winterssusan@gmail.com,135-518-2308x370,Bradley Inc,Bhutan,Lake Hannahtown,11/5/2021,Prospect
cu07981,Scott,Santos,ulewis@doyle.com,(753)478-3840,Flores-Castro,French Guiana,East Marktown,4/29/2022,Churned
cu00036,Lauren,May,meagan78@gonzales-guzman.info,001-352-473-3033x18046,Reyes and Sons,Belgium,Navarromouth,11/9/2023,Prospect
cu00212,Matthew,Hughes,twilliams@anderson-kennedy.com,850-834-6743x57241,"Simon, Lee and Zamora",Monaco,East Megan,1/25/2022,Prospect
cu00977,Katherine,Tran,preed@hotmail.com,233.098.1657x94723,"Gonzalez, Wilson and Lara",Cuba,West Jamesborough,10/2/2021,Prospect
cu05391,Jerry,Simon,juliaturner@martinez.com,001-985-397-4859x55617,Mendoza-Moody,Antigua and Barbuda,Brianport,5/8/2023,Active
cu06668,Richard,Moyer,christinapatel@martinez.com,(408)544-2078,"Brown, Hughes and Craig",Luxembourg,Crawfordstad,9/9/2024,Active
cu00434,Thomas,Gamble,cabreraanthony@carrillo.com,3404136974,Mcneil LLC,Greece,Margaretborough,4/5/2021,Churned
cu00999,Jennifer,Tate,wendy97@rivera-cochran.com,410-058-8541x34340,Melton LLC,Singapore,East Brandon,5/16/2025,Churned
cu04088,Hannah,Jordan,webblarry@brown.net,875-353-5837x95853,"Simon, Soto and Burns",Kuwait,Smithside,8/17/2023,Prospect
cu05940,Luke,Owens,rblankenship@baker.org,(759)520-1581,Wilson-Mcfarland,Saint Lucia,Rodriguezstad,4/13/2021,Active
cu07353,Brian,Alvarado,kristyreyes@ballard.com,(573)090-5593,"Bennett, Phillips and Parks",Honduras,Williamport,9/1/2023,Churned
cu00595,Alyssa,Jenkins,davisgina@yahoo.com,-2700,"Fowler, Reyes and Calderon",Antarctica (the territory South of 60 deg S),Lake Anthonyview,6/26/2023,Active
cu04217,Keith,Sullivan,nortonmiguel@yahoo.com,+1-003-202-2790x3377,"Silva, Hubbard and Smith",Liberia,North Hannah,10/11/2021,Active
cu09086,Lawrence,Rodriguez,ywells@hotmail.com,001-563-422-4558x58055,Mclaughlin LLC,Bhutan,Devinberg,11/24/2024,Active
cu06246,Karen,Turner,thompsonkelly@yahoo.com,320-244-8644x43840,Jones LLC,Czech Republic,New Michaelport,6/1/2025,Active
cu01804,Julia,Phillips,brucebarnes@gmail.com,9515056174,Bruce-Norris,Norfolk Island,Caseville,8/24/2022,Churned
cu03034,Katherine,Mitchell,taragiles@johnson.net,600-740-7663x8292,"Kim, Moore and Richards",Saint Lucia,Johnburgh,1/26/2021,Churned
cu00456,Rachel,Warner,kimberly57@wilson-hamilton.org,(012)521-6553x4766,Nelson Ltd,New Zealand,South Steven,8/11/2022,Churned
cu00778,Cory,Montes,sandraparker@walker.com,(287)769-5270,"Mcdowell, Sanford and Townsend",Eritrea,North Joshuaside,5/9/2024,Churned
cu04237,Pamela,Henry,shannonjackson@benson.biz,001-346-229-4179x3074,Jones-Anderson,Finland,Lisaside,4/4/2024,Active
cu04532,Gregory,Bennett,thomaswright@ellison.com,+1-074-293-0819x48422,Haynes Inc,Guyana,Shannonstad,7/30/2024,Churned
cu06324,Russell,Mckee,brownlisa@hotmail.com,633.722.2423,"Pruitt, Whitehead and White",Libyan Arab Jamahiriya,East Joelberg,8/2/2021,Churned
cu06040,David,Gregory,hendersonmitchell@jones.com,215-013-2470x16303,Austin Ltd,Nauru,Lake Michael,1/12/2025,Churned
cu05945,William,Munoz,gboyd@hotmail.com,+1-416-285-7513x28707,James-Moore,Latvia,Douglastown,10/28/2020,Prospect
cu00263,Shelley,Curry,grahamgary@smith.org,521-925-4941x1260,"Murphy, Martinez and Morton",Central African Republic,Theresafurt,2/20/2021,Prospect
cu05643,Bradley,Matthews,johnsonkristina@martinez-lucas.com,539-550-5748,Lewis Group,Kazakhstan,Christopherborough,6/22/2021,Churned
cu05846,Michael,Davis,tsnyder@hotmail.com,+1-648-504-0665x42887,"Love, Taylor and Hill",Congo,North Ethan,7/5/2022,Active
cu07836,Darin,Houston,amandarobinson@hotmail.com,001-620-538-6006x90088,"Williams, Roach and Watson",Jersey,Port Michael,8/24/2021,Prospect
cu03891,Laura,Schwartz,kennedypatricia@hotmail.com,001-679-433-7919x441,King-Nguyen,Saint Helena,Lake Patrick,1/30/2022,Active
cu02417,Michael,Ayers,brownapril@miller.net,146.741.2614x61561,Cooper-Douglas,Myanmar,Johnsonberg,11/1/2024,Prospect
cu01557,Theodore,Taylor,deborahroberts@cooper.com,576.133.3411x6148,"Davis, Young and Coffey",Suriname,Johnfort,1/23/2024,Churned
cu05595,Jessica,Wang,hhutchinson@yahoo.com,001-990-730-4140x21630,Petty LLC,Nepal,Glennchester,5/21/2021,Prospect
cu07423,Edward,Robinson,johnpeck@gmail.com,626-834-4270,Wolfe-West,Seychelles,Lake Ashleymouth,10/1/2023,Prospect
cu08236,Scott,Brown,robertevans@gonzalez.com,587-028-8166x351,Wong-Jones,Bosnia and Herzegovina,East Joseton,10/30/2024,Active
cu06702,Kyle,Cummings,jwatson@mitchell.com,(796)418-8069x64064,Lawrence-Pace,Chad,Mcguirebury,11/27/2023,Active
cu02478,Donald,Rogers,nicholaskelley@hotmail.com,001-125-089-8027,"Prince, James and Escobar",Micronesia,South Wendy,3/2/2025,Active
cu00357,Carol,Sims,gregorywilson@hotmail.com,+1-420-053-7516x8292,Reynolds PLC,Suriname,South Charlenemouth,3/10/2021,Prospect
cu08495,Jeffery,Watson,ronald69@wagner.com,(110)826-1752x62843,Perry Group,Libyan Arab Jamahiriya,Merrittland,9/7/2022,Churned
cu08107,Jessica,Hill,qlane@williams.com,(366)339-9934x84765,Fox PLC,Guinea-Bissau,Choiview,3/7/2025,Active
cu04679,Amber,Bryant,carol63@garrett-parker.com,063-775-2194,Harrison-Torres,Mauritania,Justinside,6/2/2024,Prospect
cu03063,Robert,Vega,heather52@fletcher.net,(314)855-6850,Michael-Wall,Italy,Jessicafort,12/13/2024,Churned
cu04485,Matthew,Hansen,spencersusan@yahoo.com,(395)895-3752x810,"Pierce, Miller and Kennedy",Palau,Lake Maria,3/17/2025,Churned
cu01638,Lisa,Preston,wilsonmark@gmail.com,751-313-9048,Barnes Ltd,Lebanon,East Rachel,12/28/2021,Active
cu02162,Katherine,Burns,sean53@hotmail.com,2867982476,Schwartz-Graham,Azerbaijan,Joelland,4/13/2023,Active
cu00366,James,Ayala,myersrebecca@yahoo.com,-4125,Alvarez-Haynes,Kiribati,North Curtischester,10/6/2023,Active
cu09367,Brenda,Barrett,smithdebbie@gmail.com,+1-872-510-7099x59147,Sanchez-Bryant,Botswana,Muellerhaven,9/7/2020,Churned
